"IMMUNE_CELLTYPE"	"TC"	"Correlation"	"PValue"	"ABSCOR"
"2293"	"T.cells.regulatory..Tregs."	"V451"	0.0235	0.01455936	0.023490292
"2294"	"T.cells.gamma.delta"	"V286"	-0.0234	0.014979962	0.023391336
"2295"	"Macrophages.M1"	"V1117"	-0.023384695	0.01500857	0.023384695
"2296"	"Dendritic.cells.resting"	"V804"	-0.02337967	0.015030249	0.02337967
"2297"	"Plasma.cells"	"V895"	-0.0234	0.015083407	0.023367374
"2298"	"Dendritic.cells.resting"	"V494"	0.023364714	0.01509493	0.023364714
"2299"	"B.cells.memory"	"V1209"	-0.0233	0.015167926	0.023347903
"2300"	"Dendritic.cells.resting"	"V269"	0.02329594	0.015395533	0.02329594
"2301"	"T.cells.follicular.helper"	"V1117"	-0.0233	0.015414869	0.023291556
"2302"	"Neutrophils"	"V522"	0.02323746	0.01565527	0.02323746
"2303"	"Neutrophils"	"V116"	-0.023234806	0.015667149	0.023234806
"2304"	"Neutrophils"	"V1164"	0.023163581	0.01598891	0.023163581
"2305"	"T.cells.CD4.naive"	"V486"	-0.0232	0.016003814	0.023160313
"2306"	"Dendritic.cells.activated"	"V986"	0.02314373	0.016079615	0.02314373
"2307"	"Macrophages.M0"	"V1112"	0.023139292	0.016099959	0.023139292
"2308"	"Macrophages.M1"	"V601"	0.023135336	0.016118106	0.023135336
"2309"	"T.cells.CD8"	"V773"	0.0231	0.016214484	0.023114396
"2310"	"Plasma.cells"	"V661"	0.023	0.016634982	0.023024291
"2311"	"T.cells.CD4.naive"	"V342"	-0.023	0.01674096	0.023001898
"2312"	"Dendritic.cells.resting"	"V36"	-0.022990429	0.016795469	0.022990429
"2313"	"T.cells.CD4.naive"	"V1185"	0.023	0.016880136	0.022972679
"2314"	"Monocytes"	"V466"	-0.022944149	0.017017004	0.022944149
"2315"	"Mast.cells.activated"	"V1224"	-0.022869832	0.017378115	0.022869832
"2316"	"Mast.cells.activated"	"V856"	-0.02285506	0.017450688	0.02285506
"2317"	"T.cells.CD8"	"V63"	0.0228	0.01750161	0.022844727
"2318"	"B.cells.memory"	"V669"	-0.0228	0.017687696	0.02280719
"2319"	"NK.cells.activated"	"V1061"	-0.022806487	0.017691198	0.022806487
"2320"	"NK.cells.resting"	"V352"	-0.0228	0.0177117	0.022802373
"2321"	"T.cells.CD4.memory.resting"	"V986"	0.0228	0.01777836	0.022789026
"2322"	"T.cells.CD4.naive"	"V843"	-0.0227	0.018023093	0.022740399
"2323"	"Mast.cells.resting"	"V756"	-0.022735674	0.018047032	0.022735674
"2324"	"Neutrophils"	"V870"	0.022706983	0.018192978	0.022706983
"2325"	"T.cells.follicular.helper"	"V564"	0.0227	0.018361517	0.0226741
"2326"	"Neutrophils"	"V895"	-0.02265089	0.0184813	0.02265089
"2327"	"Monocytes"	"V63"	0.022615629	0.01866459	0.022615629
"2328"	"T.cells.gamma.delta"	"V888"	-0.0226	0.018809997	0.022587869
"2329"	"Plasma.cells"	"V680"	0.0226	0.018836128	0.022582901
"2330"	"B.cells.memory"	"V494"	0.0226	0.018932539	0.022564621
"2331"	"T.cells.gamma.delta"	"V291"	0.0226	0.01899875	0.022552114
"2332"	"T.cells.gamma.delta"	"V756"	-0.0226	0.019007565	0.022550452
"2333"	"Eosinophils"	"V352"	0.022540377	0.019061069	0.022540377
"2334"	"T.cells.gamma.delta"	"V1209"	-0.0225	0.0190813	0.022536574
"2335"	"Mast.cells.activated"	"V352"	-0.022506931	0.019239635	0.022506931
"2336"	"Macrophages.M2"	"V659"	-0.022496988	0.019293006	0.022496988
"2337"	"B.cells.memory"	"V46"	0.0225	0.01933415	0.022489338
"2338"	"T.cells.gamma.delta"	"V458"	0.0225	0.019429264	0.022471709
"2339"	"Macrophages.M2"	"V680"	0.02246174	0.019483232	0.02246174
"2340"	"Dendritic.cells.activated"	"V567"	-0.022449103	0.019551834	0.022449103
"2341"	"Eosinophils"	"V1164"	0.022432685	0.019641269	0.022432685
"2342"	"Macrophages.M2"	"V789"	-0.022421961	0.019699879	0.022421961
"2343"	"B.cells.memory"	"V55"	-0.0224	0.019792272	0.022405113
"2344"	"T.cells.gamma.delta"	"V777"	-0.0224	0.019818465	0.022400349
"2345"	"Macrophages.M0"	"V1225"	0.022391597	0.019866666	0.022391597
"2346"	"Eosinophils"	"V856"	-0.022331408	0.020200921	0.022331408
"2347"	"Dendritic.cells.activated"	"V291"	-0.022273215	0.020528746	0.022273215
"2348"	"NK.cells.activated"	"V1069"	0.022252547	0.020646286	0.022252547
"2349"	"T.cells.CD4.naive"	"V1194"	-0.0222	0.020672402	0.022247969
"2350"	"Macrophages.M1"	"V814"	-0.022241496	0.020709376	0.022241496
"2351"	"T.cells.CD4.memory.resting"	"V567"	0.0222	0.020741872	0.022235815
"2352"	"Eosinophils"	"V240"	0.022220706	0.02082852	0.022220706
"2353"	"Plasma.cells"	"V1254"	0.0222	0.020839976	0.022218712
"2354"	"B.cells.naive"	"V466"	-0.022191276	0.020998199	0.022191276
"2355"	"T.cells.CD4.naive"	"V82"	0.0222	0.021155845	0.022164118
"2356"	"Monocytes"	"V670"	0.022143183	0.021278073	0.022143183
"2357"	"NK.cells.activated"	"V882"	0.022140703	0.021292594	0.022140703
"2358"	"Dendritic.cells.resting"	"V12"	-0.022062049	0.021757592	0.022062049
"2359"	"B.cells.memory"	"V139"	-0.022	0.021937647	0.022031986
"2360"	"T.cells.gamma.delta"	"V870"	0.022	0.02209478	0.022005924
"2361"	"T.cells.follicular.helper"	"V442"	0.022	0.022329158	0.021967349
"2362"	"T.cells.gamma.delta"	"V773"	0.0219	0.022466012	0.021944988
"2363"	"NK.cells.activated"	"V271"	0.0219	0.022500152	0.021939428
"2364"	"B.cells.memory"	"V670"	0.0219	0.022538116	0.021933254
"2365"	"Neutrophils"	"V1132"	-0.021896222	0.022766993	0.021896222
